	0 || 0
draw	5 || 14
draw	0 || 1
draw	5 || 14
draw	0 || 1
draw	5 || 14
draw	0 || 1
draw	5 || 14
draw	0 || 1
draw	5 || 14
draw	0 || 1
draw	5 || 14
draw	0 || 1
draw	5 || 14
draw	0 || 1
draw	5 || 14
draw	0 || 1
draw	5 || 14
draw	0 || 1
draw	5 || 14
draw	0 || 1
draw	5 || 14
draw	0 || 1
draw	5 || 14
draw	0 || 1
draw	5 || 14
draw	0 || 1
draw	5 || 14
draw	0 || 1
draw	5 || 14
dread	3 || 0
dread	8 || 0
dread	12 || 0
dream	0 || 3
dream	1 || 0
dream	0 || 3
dream	1 || 0
dredge	0 || 0
dredge	2 || 1
drench	0 || 0
dress	0 || 2
dress	1 || 7
dress	0 || 0
dress	0 || 2
dress	1 || 7
dress	0 || 0
dribble	0 || 0
dribble	1 || 0
drift	0 || 1
drift	1 || 3
drill	1 || 1
drill	0 || 0
drink	2 || 0
drink	2 || 2
drink	2 || 0
drink	2 || 2
drip	1 || 0
drip	0 || 0
drive	2 || 4
drive	6 || 4
drive	2 || 4
drive	6 || 4
drive	2 || 4
drive	6 || 4
drive	2 || 4
drive	6 || 4
drive	2 || 4
drive	6 || 4
drop	2 || 5
drop	15 || 0
drop	2 || 5
drop	15 || 0
drop	2 || 5
drop	15 || 0
drop	2 || 5
drop	15 || 0
drop	2 || 5
drop	15 || 0
drop	2 || 5
drop	15 || 0
drop	2 || 5
drop	15 || 0
drop	2 || 5
drop	15 || 0
drop	2 || 5
drop	15 || 0
drub	1 || 0
drudge	2 || 0
drudge	1 || 0
drug	0 || 0
drug	0 || 0
drum	2 || 1
drum	2 || 5
drum	2 || 1
drum	2 || 5
dry	2 || 0
dry	9 || 0
dry	57 || 7
dry	2 || 0
dry	9 || 0
dry	57 || 7
dub	0 || 0
duck	5 || 0
duck	1 || 0
dull	4 || 4
dull	22 || 6
dumbfound	2 || 0
dump	1 || 0
dump	6 || 1
dun	1 || 0
dun	0 || 0
dun	2 || 0
dunk	0 || 0
dunk	0 || 0
duplicate	0 || 2
duplicate	0 || 1
duplicate	0 || 1
dust	4 || 3
dust	2 || 0
dwarf	2 || 0
dwarf	1 || 0
dwell	2 || 1
dye	0 || 0
dye	0 || 0
e-mail	0 || 0
e-mail	0 || 1
earmark	0 || 1
earmark	0 || 0
earn	0 || 1
ease	0 || 1
ease	2 || 2
ease	0 || 1
ease	2 || 2
ease	0 || 1
ease	2 || 2
eat	1 || 5
eat	1 || 5
eat	1 || 5
eat	1 || 5
eat	1 || 5
eavesdrop	1 || 0
echo	0 || 1
echo	0 || 0
eclipse	0 || 0
eclipse	0 || 0
economise	0 || 1
economize	0 || 1
edge	1 || 0
edge	0 || 0
edit	0 || 0
edit	0 || 0
educate	1 || 1
eff	0 || 2
efface	0 || 0
effect	1 || 5
effect	0 || 2
effectuate	0 || 2
egest	0 || 0
egress	0 || 0
egress	0 || 0
eject	1 || 0
elaborate	0 || 1
elaborate	0 || 0
elapse	0 || 0
elect	0 || 0
elect	0 || 0
elect	0 || 1
electrify	0 || 0
elevate	1 || 2
elicit	0 || 1
eliminate	0 || 1
elongate	0 || 0
elongate	1 || 0
elucidate	0 || 10
elude	3 || 1
em	0 || 0
em	0 || 0
emaciate	2 || 0
email	0 || 0
email	0 || 1
emasculate	1 || 1
emasculate	0 || 0
embark	0 || 0
embark	0 || 0
embarrass	2 || 0
embed	0 || 1
embellish	0 || 4
embezzle	0 || 1
embody	1 || 0
embolden	0 || 0
emboss	0 || 0
embrace	0 || 3
embrace	1 || 2
embrocate	0 || 1
embroider	0 || 1
embroil	0 || 3
emerge	0 || 2
emit	1 || 0
empale	0 || 0
emphasise	0 || 1
emphasize	0 || 1
employ	0 || 0
employ	0 || 2
empower	0 || 0
empty	2 || 0
empty	11 || 1
empty	16 || 0
en	0 || 0
en	0 || 0
en	0 || 0
en	0 || 0
en	0 || 0
enable	0 || 3
enact	0 || 0
enamor	0 || 0
enamour	0 || 0
encase	0 || 0
enchant	0 || 0
encircle	0 || 0
enclose	1 || 0
enclothe	0 || 0
encompass	1 || 0
encounter	1 || 0
encounter	0 || 3
encourage	0 || 0
encrust	1 || 0
encumber	0 || 0
end	1 || 3
end	2 || 1
end	1 || 3
end	2 || 1
endanger	3 || 0
endeavor	0 || 6
endeavor	0 || 1
endeavour	0 || 6
endeavour	0 || 1
endorse	0 || 1
endow	0 || 0
endue	0 || 0
endure	5 || 5
energise	0 || 3
energize	0 || 3
enervate	0 || 0
enfeeble	2 || 0
enfold	0 || 0
enforce	0 || 1
engage	1 || 2
engender	0 || 0
englut	0 || 0
engorge	0 || 0
engraft	1 || 0
engross	0 || 1
engulf	0 || 2
enhance	0 || 1
enjoin	0 || 0
enjoy	0 || 0
enkindle	0 || 0
enlace	0 || 0
enlarge	0 || 3
enlighten	0 || 8
enlist	0 || 0
enliven	0 || 3
ennoble	0 || 2
enounce	0 || 1
enquire	1 || 1
enrich	0 || 5
enrol	0 || 0
enroll	0 || 0
ensconce	0 || 0
enshroud	0 || 0
ensnare	0 || 2
ensue	0 || 0
ensure	2 || 6
entail	0 || 0
entail	1 || 1
enter	2 || 1
entertain	0 || 1
enthrone	0 || 0
entice	1 || 0
entitle	0 || 1
entomb	0 || 0
entrance	0 || 2
entrance	0 || 0
entreat	0 || 1
entrust	0 || 0
entwine	0 || 0
enumerate	0 || 0
enunciate	0 || 1
envelop	0 || 0
environ	0 || 0
envisage	0 || 0
envision	0 || 0
enwrap	0 || 0
equal	0 || 0
equal	0 || 0
equal	0 || 1
equalise	0 || 0
equalize	0 || 0
equate	0 || 0
equilibrate	0 || 0
equilibrise	0 || 0
equilibrize	0 || 0
equip	0 || 2
eradicate	1 || 0
erase	0 || 0
erect	0 || 3
erect	0 || 0
erode	1 || 0
err	2 || 0
erupt	0 || 5
escape	4 || 5
escape	2 || 2
escape	4 || 5
escape	2 || 2
eschew	0 || 1
escort	0 || 0
escort	0 || 0
espouse	0 || 3
espy	0 || 0
essay	0 || 0
essay	1 || 2
establish	1 || 6
esteem	1 || 2
esteem	0 || 2
estimate	0 || 2
estimate	1 || 0
evade	3 || 0
evaluate	1 || 0
evanesce	1 || 0
evaporate	0 || 0
even	1 || 0
even	0 || 0
even	1 || 1
even	3 || 3
even	1 || 0
even	0 || 0
even	1 || 1
even	3 || 3
even	1 || 0
even	0 || 0
even	1 || 1
even	3 || 3
even	1 || 0
even	0 || 0
even	1 || 1
even	3 || 3
evidence	1 || 0
evidence	0 || 0
evince	0 || 0
eviscerate	1 || 1
eviscerate	0 || 0
evoke	4 || 4
evolve	0 || 1
ex	0 || 1
ex	0 || 0
ex	0 || 1
ex	0 || 0
ex	0 || 1
ex	0 || 0
exacerbate	1 || 0
exact	1 || 1
exact	0 || 3
exaggerate	2 || 0
exalt	1 || 1
examine	0 || 2
exasperate	2 || 0
excavate	1 || 3
exceed	0 || 0
excel	0 || 0
except	2 || 0
exchange	4 || 3
exchange	0 || 1
excise	0 || 0
excise	0 || 0
excite	0 || 4
exclaim	2 || 0
exclude	2 || 0
excogitate	0 || 1
excrete	0 || 0
exculpate	1 || 1
excuse	4 || 0
excuse	4 || 2
execute	2 || 0
exemplify	0 || 1
exempt	0 || 1
exempt	0 || 0
exercise	0 || 2
exercise	1 || 0
exert	0 || 1
exhale	0 || 0
exhaust	1 || 0
exhaust	5 || 9
exhibit	0 || 1
exhibit	0 || 3
exhort	0 || 1
exist	1 || 0
exit	0 || 0
exit	2 || 1
exonerate	1 || 1
expand	0 || 2
expatiate	0 || 1
expect	1 || 1
expectorate	0 || 4
expel	0 || 0
expend	0 || 1
experience	0 || 3
experience	4 || 1
experiment	2 || 1
experiment	0 || 0
expire	2 || 1
explain	3 || 0
explicate	1 || 0
exploit	0 || 2
exploit	1 || 1
explore	0 || 0
export	0 || 0
export	1 || 0
expose	0 || 0
expose	8 || 4
exposit	0 || 1
expound	0 || 1
express	1 || 1
express	0 || 0
express	0 || 0
express	0 || 0
express	1 || 1
express	0 || 0
express	0 || 0
express	0 || 0
express	1 || 1
express	0 || 0
express	0 || 0
express	0 || 0
express	1 || 1
express	0 || 0
express	0 || 0
express	0 || 0
express	1 || 1
express	0 || 0
express	0 || 0
express	0 || 0
expunge	0 || 0
exsert	0 || 0
extend	1 || 4
extend	1 || 4
externalise	0 || 2
externalize	0 || 2
extinguish	0 || 1
extort	1 || 0
extract	0 || 0
extract	1 || 2
extradite	0 || 0
exudate	0 || 0
exudate	1 || 0
exude	1 || 1
exuviate	0 || 0
eye	1 || 2
eye	0 || 0
eyeball	0 || 0
eyeball	0 || 0
fabricate	2 || 3
face	4 || 0
face	3 || 5
face	4 || 0
face	3 || 5
face-	4 || 0
face-	3 || 5
facilitate	0 || 1
factor	0 || 5
factor	0 || 0
factor	0 || 5
factor	0 || 0
factor	0 || 5
factor	0 || 0
fade	0 || 0
fade	1 || 0
fag	4 || 0
fag	2 || 1
fag	4 || 0
fag	2 || 1
fail	7 || 2
faint	1 || 1
faint	1 || 0
faint	8 || 2
fair	1 || 9
fair	0 || 2
fair	2 || 38
fair	0 || 5
fake	6 || 0
fake	5 || 2
fake	7 || 2
fall	3 || 4
fall	21 || 4
fall	3 || 4
fall	21 || 4
fall	3 || 4
fall	21 || 4
fall	3 || 4
fall	21 || 4
fall	3 || 4
fall	21 || 4
fall	3 || 4
fall	21 || 4
fall	3 || 4
fall	21 || 4
fall	3 || 4
fall	21 || 4
fall	3 || 4
fall	21 || 4
fall	3 || 4
fall	21 || 4
fall	3 || 4
fall	21 || 4
fall	3 || 4
fall	21 || 4
falsify	4 || 0
falter	0 || 0
falter	2 || 0
familiarise	0 || 0
familiarize	0 || 0
famish	0 || 0
fan	0 || 1
fan	1 || 0
fancify	0 || 1
fancy	2 || 2
fancy	0 || 0
fancy	1 || 0
farce	1 || 0
farce	0 || 0
fare	2 || 0
fare	0 || 1
farm	0 || 0
farm	0 || 3
farm	0 || 0
farm	0 || 3
fascinate	0 || 1
fashion	1 || 2
fashion	0 || 0
fasten	0 || 1
fate	1 || 2
fate	0 || 1
father	0 || 5
father	0 || 0
fathom	0 || 0
fathom	0 || 0
fatigue	3 || 3
fatigue	1 || 1
fault	6 || 1
fault	0 || 0
favor	1 || 1
favor	0 || 0
favour	1 || 1
favour	0 || 0
fawn	0 || 1
fawn	1 || 2
faze	0 || 0
fear	8 || 4
fear	21 || 0
feast	0 || 4
feast	0 || 1
feather	0 || 0
feather	0 || 1
feature	0 || 1
feature	0 || 1
fee	0 || 1
fee	0 || 0
feed	0 || 0
feed	1 || 3
feed	0 || 0
feed	1 || 3
feel	1 || 2
feel	10 || 4
feign	1 || 0
fell	0 || 0
fell	4 || 0
fall	21 || 4
fell	4 || 1
fellate	1 || 0
fence	0 || 0
fence	0 || 0
fence	0 || 0
fence	0 || 0
fend	0 || 0
fend	0 || 0
fend	0 || 0
ferment	1 || 1
ferment	0 || 2
fertilise	0 || 2
fertilize	0 || 2
festinate	0 || 0
fetch	0 || 0
fetch	1 || 1
fetch	0 || 0
fetch	1 || 1
fete	0 || 1
fete	0 || 0
fiddle	0 || 0
fiddle	0 || 0
fight	5 || 1
fight	2 || 1
fight	5 || 1
fight	2 || 1
fight	5 || 1
fight	2 || 1
figure	2 || 8
figure	0 || 0
figure	2 || 8
figure	0 || 0
filch	1 || 0
file	1 || 0
file	0 || 1
file	1 || 0
file	0 || 1
fill	1 || 0
fill	0 || 6
fill	1 || 0
fill	0 || 6
fill	1 || 0
fill	0 || 6
fill	1 || 0
fill	0 || 6
film	0 || 2
film	0 || 0
filter	0 || 0
filter	1 || 0
filter	0 || 0
filter	1 || 0
filtrate	0 || 0
filtrate	0 || 0
finagle	1 || 0
finalise	1 || 0
finalize	1 || 0
finance	0 || 0
finance	0 || 0
find	0 || 1
find	5 || 14
find	0 || 1
find	5 || 14
find	0 || 1
find	5 || 14
find	0 || 1
find	5 || 14
fine	0 || 2
fine	0 || 3
fine	1 || 29
fine	1 || 6
fine-tune	1 || 2
finger	0 || 0
finger	0 || 0
finish	3 || 6
finish	0 || 10
finish	3 || 6
finish	0 || 10
finish	3 || 6
finish	0 || 10
fire	4 || 2
fire	3 || 1
fire	4 || 2
fire	3 || 1
firm	0 || 3
firm	0 || 4
firm	0 || 41
firm	0 || 5
fish	0 || 0
fish	0 || 0
fit	1 || 1
fit	0 || 2
fit	0 || 4
fit	1 || 1
fit	0 || 2
fit	0 || 4
fit	1 || 1
fit	0 || 2
fit	0 || 4
fix	1 || 2
fix	1 || 4
fix	1 || 2
fix	1 || 4
fixate	1 || 0
flag	0 || 2
flag	1 || 1
flail	0 || 1
flail	2 || 0
flap	1 || 2
flap	3 || 1
flare	2 || 1
flare	0 || 5
flash	3 || 5
flash	0 || 1
flash	2 || 0
flatten	0 || 0
flatten	0 || 0
flavor	0 || 0
flavor	1 || 0
flavour	0 || 0
flavour	1 || 0
fleck	3 || 1
fleck	0 || 0
fledge	0 || 2
flee	1 || 0
fleece	1 || 0
fleece	0 || 0
fleet	0 || 1
fleet	1 || 0
fleet	0 || 4
flesh	2 || 1
flesh	0 || 0
flex	0 || 0
flex	0 || 3
flick	0 || 2
flick	2 || 2
flicker	0 || 0
flicker	0 || 0
flight	0 || 1
flight	1 || 0
flinch	1 || 0
flinch	2 || 0
fling	0 || 0
fling	0 || 0
flip	2 || 0
flip	3 || 2
flip	0 || 0
flip-flop	0 || 0
flip-flop	0 || 0
flirt	0 || 2
flirt	0 || 3
flit	0 || 1
flit	0 || 0
flitter	0 || 0
float	0 || 1
float	1 || 2
flock	1 || 5
flock	0 || 0
flog	2 || 0
flood	3 || 0
flood	2 || 0
floor	0 || 1
floor	2 || 0
flounder	0 || 0
flounder	0 || 1
flourish	0 || 2
flourish	0 || 0
flow	1 || 0
flow	1 || 2
flub	0 || 0
flub	2 || 11
fluctuate	0 || 0
fluff	1 || 0
fluff	2 || 12
flummox	2 || 0
flunk	1 || 0
flunk	1 || 0
flurry	1 || 1
flurry	2 || 1
flush	2 || 4
flush	3 || 2
flush	0 || 5
flush	0 || 0
flush	2 || 4
flush	3 || 2
flush	0 || 5
flush	0 || 0
flutter	2 || 1
flutter	1 || 0
flux	1 || 1
flux	2 || 1
fly	1 || 2
fly	3 || 0
fly	1 || 0
fly	1 || 2
fly	3 || 0
fly	1 || 0
fly	1 || 2
fly	3 || 0
fly	1 || 0
focalise	0 || 1
focalize	0 || 1
focus	0 || 1
focus	0 || 1
focus	0 || 1
focus	0 || 1
fog	0 || 0
fog	0 || 0
foil	1 || 4
foil	3 || 1
fold	0 || 1
fold	2 || 9
fold	0 || 1
fold	2 || 9
foliate	0 || 0
foliate	0 || 1
follow	3 || 9
follow	3 || 9
follow	3 || 9
follow	3 || 9
follow	3 || 9
fondle	0 || 0
fool	0 || 2
fool	2 || 0
fool	0 || 2
fool	2 || 0
foot	0 || 1
foot	0 || 3
foot	0 || 1
foot	0 || 3
footle	0 || 0
footslog	0 || 0
foray	0 || 0
foray	1 || 0
forbear	0 || 0
forbear	0 || 0
forbid	2 || 1
force	3 || 5
force	4 || 1
force	3 || 5
force	4 || 1
force	3 || 5
force	4 || 1
forebode	0 || 0
forecast	0 || 0
forecast	1 || 0
foreclose	1 || 1
foregather	0 || 0
forego	0 || 0
foreground	0 || 1
foreground	0 || 3
foreknow	0 || 0
foresee	0 || 0
foreshadow	1 || 0
foreshorten	0 || 0
forestall	1 || 1
foreswear	1 || 1
foretell	1 || 0
forfeit	2 || 2
forfeit	0 || 1
forfeit	0 || 0
forgather	0 || 0
forge	0 || 0
forge	1 || 1
forget	0 || 0
forgive	0 || 0
forgo	1 || 2
fork	0 || 0
fork	0 || 0
fork	0 || 0
fork	0 || 0
fork	0 || 0
fork	0 || 0
form	2 || 5
form	1 || 3
formalise	0 || 0
formalize	0 || 0
format	0 || 0
format	0 || 0
formulate	0 || 1
fornicate	0 || 0
forsake	2 || 0
fortify	0 || 4
forward	0 || 0
forward	0 || 0
forward	1 || 0
forward	0 || 1
foster	0 || 0
foster	0 || 1
foster	0 || 0
foul	0 || 0
foul	2 || 3
foul	15 || 0
foul	0 || 0
foul	2 || 3
foul	15 || 0
found	0 || 0
found	0 || 4
find	5 || 14
found	0 || 1
founder	0 || 0
founder	1 || 0
found	0 || 1
fox	1 || 2
fox	0 || 0
fraction	1 || 2
fraction	0 || 0
fracture	2 || 0
fracture	0 || 0
fragment	3 || 0
fragment	0 || 1
fragmentise	0 || 1
fragmentize	0 || 1
frame	2 || 1
frame	0 || 6
free	0 || 5
free	1 || 17
free	2 || 32
free	0 || 2
free-	0 || 5
free-	1 || 17
free-	2 || 32
free-	0 || 2
freewheel	0 || 0
freewheel	0 || 0
freeze	1 || 0
freeze	7 || 0
freeze	1 || 0
freeze	7 || 0
freight	0 || 0
freight	0 || 0
french	0 || 0
french	0 || 0
french	0 || 0
frequent	0 || 1
frequent	0 || 0
freshen	0 || 5
freshen	0 || 5
fret	1 || 1
fret	4 || 0
fright	2 || 1
fright	1 || 0
frighten	1 || 0
frighten	1 || 0
frighten	1 || 0
frisk	0 || 2
frisk	0 || 0
fritter	1 || 0
fritter	0 || 0
fritter	1 || 0
fritter	0 || 0
frivol	0 || 0
frolic	1 || 0
frolic	0 || 0
front	2 || 5
front	0 || 1
front	0 || 0
frown	1 || 0
frown	1 || 0
fructify	0 || 4
frustrate	3 || 1
fuck	0 || 0
fuck	0 || 2
fuck	0 || 0
fuck	0 || 2
fuck	0 || 0
fuck	0 || 2
fuddle	1 || 0
fuddle	1 || 1
fudge	0 || 0
fudge	3 || 0
fuel	1 || 0
fuel	0 || 0
fulfil	0 || 1
fulfill	0 || 1
full	0 || 1
full	1 || 0
full	2 || 5
full	0 || 1
fumble	0 || 0
fumble	2 || 11
function	1 || 2
function	2 || 2
fund	0 || 1
fund	0 || 1
funk	2 || 1
funk	2 || 0
furbish	0 || 0
furbish	0 || 0
furnish	0 || 0
furrow	0 || 0
furrow	0 || 0
further	0 || 0
further	1 || 0
further	1 || 1
far	0 || 6
fuse	0 || 0
fuse	1 || 1
g	0 || 1
gag	0 || 1
gag	1 || 0
gage	0 || 0
gage	0 || 0
gain	0 || 0
gain	0 || 2
gain	0 || 0
gain	0 || 2
gain	0 || 0
gain	0 || 2
gainsay	0 || 0
gallop	0 || 0
gallop	1 || 1
galvanise	0 || 1
galvanize	0 || 1
gamble	0 || 0
gamble	0 || 0
gambol	1 || 0
gambol	0 || 0
game	3 || 2
game	0 || 0
game	2 || 0
gaol	2 || 0
gaol	1 || 1
gap	2 || 1
gap	0 || 0
garb	0 || 1
garb	0 || 0
garment	0 || 0
garment	0 || 0
garner	0 || 0
garner	0 || 0
garnish	0 || 0
garnish	0 || 0
gas	2 || 6
gas	0 || 0
gasconade	1 || 0
gasconade	0 || 0
gash	0 || 1
gash	0 || 1
gather	1 || 0
gather	1 || 3
gather	1 || 0
gather	1 || 3
gauge	2 || 0
gauge	1 || 0
gazump	0 || 0
gear	0 || 1
gear	0 || 0
geld	0 || 1
geminate	0 || 0
geminate	0 || 0
general	1 || 2
general	0 || 0
general	2 || 1
generate	0 || 0
gentle	1 || 5
gentle	4 || 33
germinate	0 || 1
gestate	0 || 1
gesticulate	0 || 0
gesture	0 || 0
gesture	0 || 0
get	0 || 0
get	13 || 12
get	0 || 0
get	13 || 12
get	0 || 0
get	13 || 12
get	0 || 0
get	13 || 12
get	0 || 0
get	13 || 12
get	0 || 0
get	13 || 12
get	0 || 0
get	13 || 12
get	0 || 0
get	13 || 12
get	0 || 0
get	13 || 12
get	0 || 0
get	13 || 12
get	0 || 0
get	13 || 12
get	0 || 0
get	13 || 12
get	0 || 0
get	13 || 12
get	0 || 0
get	13 || 12
get	0 || 0
get	13 || 12
get	0 || 0
get	13 || 12
get	0 || 0
get	13 || 12
get	0 || 0
get	13 || 12
get	0 || 0
get	13 || 12
get	0 || 0
get	13 || 12
get	0 || 0
get	13 || 12
get	0 || 0
get	13 || 12
get	0 || 0
get	13 || 12
get	0 || 0
get	13 || 12
get	0 || 0
get	13 || 12
get	0 || 0
get	13 || 12
get	0 || 0
get	13 || 12
get	0 || 0
get	13 || 12
get	0 || 0
get	13 || 12
get	0 || 0
get	13 || 12
get	0 || 0
get	13 || 12
get	0 || 0
get	13 || 12
get	0 || 0
get	13 || 12
get	0 || 0
get	13 || 12
get	0 || 0
get	13 || 12
get	0 || 0
get	13 || 12
get	0 || 0
get	13 || 12
get	0 || 0
get	13 || 12
get	0 || 0
get	13 || 12
get	0 || 0
get	13 || 12
get	0 || 0
get	13 || 12
get	0 || 0
get	13 || 12
ghost	1 || 0
ghost	1 || 0
gibe	1 || 0
gibe	1 || 0
gift	0 || 4
gift	0 || 0
gimp	0 || 0
gimp	2 || 0
gip	1 || 0
give	1 || 1
give	7 || 16
give	1 || 1
give	7 || 16
give	1 || 1
give	7 || 16
give	1 || 1
give	7 || 16
give	1 || 1
give	7 || 16
give	1 || 1
give	7 || 16
give	1 || 1
give	7 || 16
give	1 || 1
give	7 || 16
give	1 || 1
give	7 || 16
give	1 || 1
give	7 || 16
give	1 || 1
give	7 || 16
give	1 || 1
give	7 || 16
give	1 || 1
give	7 || 16
give	1 || 1
give	7 || 16
give	1 || 1
give	7 || 16
give	1 || 1
give	7 || 16
give	1 || 1
give	7 || 16
give	1 || 1
give	7 || 16
give	1 || 1
give	7 || 16
give	1 || 1
give	7 || 16
give	1 || 1
give	7 || 16
give	1 || 1
give	7 || 16
give-up	3 || 25
glamour	0 || 0
glamour	0 || 0
glance	0 || 1
glance	0 || 1
glare	1 || 1
glare	1 || 0
gleam	0 || 0
gleam	0 || 0
glean	0 || 1
glide	1 || 1
glide	0 || 0
glide	1 || 1
glide	0 || 0
glint	0 || 0
glint	0 || 1
glisten	0 || 1
glisten	0 || 0
glitter	1 || 1
glitter	0 || 0
gloss	1 || 2
gloss	0 || 0
glue	0 || 0
glue	0 || 0
glut	0 || 0
glut	1 || 0
gnaw	2 || 0
gnaw	2 || 0
go	0 || 0
go	13 || 12
go	0 || 0
go	0 || 0
go	13 || 12
go	0 || 0
go	0 || 0
go	13 || 12
go	0 || 0
go	0 || 0
go	13 || 12
go	0 || 0
go	0 || 0
go	13 || 12
go	0 || 0
go	0 || 0
go	13 || 12
go	0 || 0
go	0 || 0
go	13 || 12
go	0 || 0
go	0 || 0
go	13 || 12
go	0 || 0
go	0 || 0
go	13 || 12
go	0 || 0
go	0 || 0
go	13 || 12
go	0 || 0
go	0 || 0
go	13 || 12
go	0 || 0
go	0 || 0
go	13 || 12
go	0 || 0
go	0 || 0
go	13 || 12
go	0 || 0
go	0 || 0
go	13 || 12
go	0 || 0
go	0 || 0
go	13 || 12
go	0 || 0
go	0 || 0
go	13 || 12
go	0 || 0
go	0 || 0
go	13 || 12
go	0 || 0
go	0 || 0
go	13 || 12
go	0 || 0
go	0 || 0
go	13 || 12
go	0 || 0
go	0 || 0
go	13 || 12
go	0 || 0
go	0 || 0
go	13 || 12
go	0 || 0
go	0 || 0
go	13 || 12
go	0 || 0
go	0 || 0
go	13 || 12
go	0 || 0
go	0 || 0
go	13 || 12
go	0 || 0
go	0 || 0
go	13 || 12
go	0 || 0
go	0 || 0
go	13 || 12
go	0 || 0
go	0 || 0
go	13 || 12
go	0 || 0
go	0 || 0
go	13 || 12
go	0 || 0
go	0 || 0
go	13 || 12
go	0 || 0
go	0 || 0
go	13 || 12
go	0 || 0
goad	0 || 0
goad	1 || 0
goldbrick	2 || 2
goldbrick	1 || 0
gorge	1 || 0
gorge	0 || 0
gormandise	0 || 0
gormandize	0 || 0
gossip	7 || 0
gossip	4 || 0
gouge	0 || 0
gouge	0 || 0
gourmandize	0 || 0
govern	0 || 1
grab	0 || 0
grab	0 || 3
grace	0 || 3
grace	0 || 2
grade	0 || 2
grade	0 || 0
graduate	0 || 0
graduate	0 || 1
graduate	0 || 0
grant	0 || 1
grant	1 || 2
graph	0 || 1
graph	0 || 0
grapple	0 || 1
grapple	0 || 1
grasp	2 || 7
grasp	0 || 0
grass	0 || 0
grass	3 || 0
grate	0 || 0
grate	3 || 0
gratify	0 || 2
gravel	1 || 0
gravel	2 || 0
gravel	0 || 0
graze	1 || 0
graze	1 || 1
grease	0 || 0
grease	0 || 0
green	0 || 2
green	0 || 0
green	3 || 3
greet	0 || 1
grimace	0 || 0
grimace	1 || 1
grime	0 || 0
grime	2 || 0
grind	3 || 0
grind	2 || 0
grip	4 || 6
grip	0 || 0
gripe	0 || 0
gripe	0 || 0
grok	0 || 0
groom	0 || 0
groom	0 || 2
gross	3 || 0
gross	2 || 0
gross	20 || 9
ground	3 || 6
ground	3 || 0
grind	2 || 0
group	1 || 0
group	0 || 0
grouse	1 || 0
grouse	0 || 0
grovel	1 || 0
grow	3 || 11
grow	3 || 11
guarantee	0 || 1
guarantee	0 || 4
guard	2 || 4
guard	0 || 1
guess	3 || 0
guess	3 || 1
guide	0 || 1
guide	0 || 1
gush	2 || 1
gush	0 || 0
guy	1 || 1
guy	1 || 3
gyp	1 || 0
gyp	1 || 0
gyrate	1 || 3
habilitate	0 || 0
habituate	0 || 0
hack	4 || 1
hack	0 || 6
hail	0 || 2
hail	1 || 1
hale	1 || 1
hale	1 || 1
hale	0 || 5
hallow	0 || 1
halt	0 || 0
halt	0 || 0
halt	2 || 0
halter	0 || 0
halter	2 || 2
halt	2 || 0
hammer	1 || 1
hammer	1 || 0
hamper	1 || 0
hamper	2 || 2
hand	1 || 4
hand	0 || 0
hand	1 || 4
hand	0 || 0
hand	1 || 4
hand	0 || 0
handicap	0 || 0
handicap	1 || 0
handle	1 || 1
handle	2 || 3
hang	0 || 0
hang	2 || 5
hang	0 || 0
hang	2 || 5
hang	0 || 0
hang	2 || 5
hang	0 || 0
hang	2 || 5
hang	0 || 0
hang	2 || 5
hang	0 || 0
hang	2 || 5
hang	0 || 0
hang	2 || 5
hanker	0 || 0
hap	1 || 0
hap	0 || 1
happen	0 || 4
happen	0 || 4
harangue	0 || 1
harangue	0 || 0
harass	0 || 0
harbinger	0 || 0
harbinger	0 || 0
harbor	0 || 0
harbor	0 || 1
harbour	0 || 0
harbour	0 || 1
harden	4 || 0
hark	0 || 0
harm	2 || 0
harm	0 || 0
harmonise	1 || 0
harmonize	1 || 0
harness	0 || 0
harness	0 || 1
harry	1 || 0
harvest	0 || 1
harvest	1 || 1
hash	0 || 0
hash	0 || 1
hassle	1 || 0
hassle	0 || 0
hasten	2 || 1
hatch	0 || 1
hatch	1 || 5
hate	5 || 1
hate	5 || 0
haul	0 || 1
haul	0 || 0
haunt	0 || 0
haunt	2 || 1
have	0 || 2
have	6 || 4
have	0 || 2
have	6 || 4
have	0 || 2
have	6 || 4
have	0 || 2
have	6 || 4
have	0 || 2
have	6 || 4
have	0 || 2
have	6 || 4
have	0 || 2
have	6 || 4
have	0 || 2
have	6 || 4
have	0 || 2
have	6 || 4
have	0 || 2
have	6 || 4
have	0 || 2
have	6 || 4
have	0 || 2
have	6 || 4
hazard	1 || 1
hazard	0 || 1
haze	0 || 0
haze	0 || 0
head	7 || 7
head	0 || 1
head	7 || 7
head	0 || 1
head	7 || 7
head	0 || 1
head	7 || 7
head	0 || 1
headline	0 || 0
headline	0 || 0
heap	3 || 4
heap	0 || 1
hear	0 || 4
hearten	0 || 0
heat	1 || 3
heat	4 || 7
heat	1 || 3
heat	4 || 7
heave	2 || 5
heave	2 || 3
hector	0 || 0
hector	2 || 1
hedge	0 || 1
hedge	1 || 0
hedge	0 || 1
hedge	1 || 0
heed	1 || 0
heed	1 || 0
heel	1 || 0
heel	0 || 0
heighten	2 || 0
help	1 || 1
help	3 || 1
help	1 || 1
help	3 || 1
hem	1 || 0
hem	0 || 0
hem	1 || 0
hem	0 || 0
